HPL_Tflops;0.00209494;0.0020959;0.00209141;0.00209456;0.00209157;0.00209496;0.00208154;0.00209553;0.00208665;0.00209568;0.000714207;0.00209494;0.0020959;0.00209141;0.00209456;0.00209157;0.00209496;0.00208154;0.00209553;0.00208665;0.00209568;0.000714207;0.000714963;0.00209494;0.0020959;0.00209141;0.00209456;0.00209157;0.00209496;0.00208154;0.00209553;0.00208665;0.00209568;0.000714207;0.000714963;0.00071569;0.00209494;0.0020959;0.00209141;0.00209456;0.00209157;0.00209496;0.00208154;0.00209553;0.00208665;0.00209568;0.000714207;0.000714963;0.00071569;0.000716147;0.00209494;0.0020959;0.00209141;0.00209456;0.00209157;0.00209496;0.00208154;0.00209553;0.00208665;0.00209568;0.000714207;0.000714963;0.00071569;0.000716147;0.000715557;0.00209494;0.0020959;0.00209141;0.00209456;0.00209157;0.00209496;0.00208154;0.00209553;0.00208665;0.00209568;0.000714207;0.000714963;0.00071569;0.000716147;0.000715557;0.000715728;0.00209494;0.0020959;0.00209141;0.00209456;0.00209157;0.00209496;0.00208154;0.00209553;0.00208665;0.00209568;0.000714207;0.000714963;0.00071569;0.000716147;0.000715557;0.000715728;0.000714095;0.00209494;0.0020959;0.00209141;0.00209456;0.00209157;0.00209496;0.00208154;0.00209553;0.00208665;0.00209568;0.000714207;0.000714963;0.00071569;0.000716147;0.000715557;0.000715728;0.000714095;0.000714515;0.00209494;0.0020959;0.00209141;0.00209456;0.00209157;0.00209496;0.00208154;0.00209553;0.00208665;0.00209568;0.000714207;0.000714963;0.00071569;0.000716147;0.000715557;0.000715728;0.000714095;0.000714515;0.000714904;0.00209494;0.0020959;0.00209141;0.00209456;0.00209157;0.00209496;0.00208154;0.00209553;0.00208665;0.00209568;0.000714207;0.000714963;0.00071569;0.000716147;0.000715557;0.000715728;0.000714095;0.000714515;0.000714904;0.000715452
StarDGEMM_Gflops;1.45525;1.44611;1.45544;1.45615;1.44977;1.45401;1.45078;1.4436;1.45569;1.44549;0.243952;1.45525;1.44611;1.45544;1.45615;1.44977;1.45401;1.45078;1.4436;1.45569;1.44549;0.243952;0.243917;1.45525;1.44611;1.45544;1.45615;1.44977;1.45401;1.45078;1.4436;1.45569;1.44549;0.243952;0.243917;0.243782;1.45525;1.44611;1.45544;1.45615;1.44977;1.45401;1.45078;1.4436;1.45569;1.44549;0.243952;0.243917;0.243782;0.243866;1.45525;1.44611;1.45544;1.45615;1.44977;1.45401;1.45078;1.4436;1.45569;1.44549;0.243952;0.243917;0.243782;0.243866;0.24347;1.45525;1.44611;1.45544;1.45615;1.44977;1.45401;1.45078;1.4436;1.45569;1.44549;0.243952;0.243917;0.243782;0.243866;0.24347;0.243445;1.45525;1.44611;1.45544;1.45615;1.44977;1.45401;1.45078;1.4436;1.45569;1.44549;0.243952;0.243917;0.243782;0.243866;0.24347;0.243445;0.243476;1.45525;1.44611;1.45544;1.45615;1.44977;1.45401;1.45078;1.4436;1.45569;1.44549;0.243952;0.243917;0.243782;0.243866;0.24347;0.243445;0.243476;0.2435;1.45525;1.44611;1.45544;1.45615;1.44977;1.45401;1.45078;1.4436;1.45569;1.44549;0.243952;0.243917;0.243782;0.243866;0.24347;0.243445;0.243476;0.2435;0.243439;1.45525;1.44611;1.45544;1.45615;1.44977;1.45401;1.45078;1.4436;1.45569;1.44549;0.243952;0.243917;0.243782;0.243866;0.24347;0.243445;0.243476;0.2435;0.243439;0.243444
SingleDGEMM_Gflops;1.53125;1.53118;1.52507;1.52822;1.52919;1.52327;1.52005;1.52616;1.5261;1.53664;0.244047;1.53125;1.53118;1.52507;1.52822;1.52919;1.52327;1.52005;1.52616;1.5261;1.53664;0.244047;0.243965;1.53125;1.53118;1.52507;1.52822;1.52919;1.52327;1.52005;1.52616;1.5261;1.53664;0.244047;0.243965;0.243813;1.53125;1.53118;1.52507;1.52822;1.52919;1.52327;1.52005;1.52616;1.5261;1.53664;0.244047;0.243965;0.243813;0.243898;1.53125;1.53118;1.52507;1.52822;1.52919;1.52327;1.52005;1.52616;1.5261;1.53664;0.244047;0.243965;0.243813;0.243898;0.242071;1.53125;1.53118;1.52507;1.52822;1.52919;1.52327;1.52005;1.52616;1.5261;1.53664;0.244047;0.243965;0.243813;0.243898;0.242071;0.244159;1.53125;1.53118;1.52507;1.52822;1.52919;1.52327;1.52005;1.52616;1.5261;1.53664;0.244047;0.243965;0.243813;0.243898;0.242071;0.244159;0.243941;1.53125;1.53118;1.52507;1.52822;1.52919;1.52327;1.52005;1.52616;1.5261;1.53664;0.244047;0.243965;0.243813;0.243898;0.242071;0.244159;0.243941;0.243957;1.53125;1.53118;1.52507;1.52822;1.52919;1.52327;1.52005;1.52616;1.5261;1.53664;0.244047;0.243965;0.243813;0.243898;0.242071;0.244159;0.243941;0.243957;0.242721;1.53125;1.53118;1.52507;1.52822;1.52919;1.52327;1.52005;1.52616;1.5261;1.53664;0.244047;0.243965;0.243813;0.243898;0.242071;0.244159;0.243941;0.243957;0.242721;0.244008
PTRANS_GBs;0.817329;0.815862;0.806293;0.813283;0.793199;0.800975;0.782556;0.826673;0.817439;0.796903;0.410582;0.817329;0.815862;0.806293;0.813283;0.793199;0.800975;0.782556;0.826673;0.817439;0.796903;0.410582;0.432875;0.817329;0.815862;0.806293;0.813283;0.793199;0.800975;0.782556;0.826673;0.817439;0.796903;0.410582;0.432875;0.428112;0.817329;0.815862;0.806293;0.813283;0.793199;0.800975;0.782556;0.826673;0.817439;0.796903;0.410582;0.432875;0.428112;0.428492;0.817329;0.815862;0.806293;0.813283;0.793199;0.800975;0.782556;0.826673;0.817439;0.796903;0.410582;0.432875;0.428112;0.428492;0.428324;0.817329;0.815862;0.806293;0.813283;0.793199;0.800975;0.782556;0.826673;0.817439;0.796903;0.410582;0.432875;0.428112;0.428492;0.428324;0.438096;0.817329;0.815862;0.806293;0.813283;0.793199;0.800975;0.782556;0.826673;0.817439;0.796903;0.410582;0.432875;0.428112;0.428492;0.428324;0.438096;0.438457;0.817329;0.815862;0.806293;0.813283;0.793199;0.800975;0.782556;0.826673;0.817439;0.796903;0.410582;0.432875;0.428112;0.428492;0.428324;0.438096;0.438457;0.417251;0.817329;0.815862;0.806293;0.813283;0.793199;0.800975;0.782556;0.826673;0.817439;0.796903;0.410582;0.432875;0.428112;0.428492;0.428324;0.438096;0.438457;0.417251;0.432533;0.817329;0.815862;0.806293;0.813283;0.793199;0.800975;0.782556;0.826673;0.817439;0.796903;0.410582;0.432875;0.428112;0.428492;0.428324;0.438096;0.438457;0.417251;0.432533;0.427546
MPIRandomAccess_GUPs;0.000914272;0.000916801;0.000915944;0.000914;0.000916201;0.000914326;0.000915515;0.000913843;0.000913576;0.000914125;0.00760044;0.000914272;0.000916801;0.000915944;0.000914;0.000916201;0.000914326;0.000915515;0.000913843;0.000913576;0.000914125;0.00760044;0.00772804;0.000914272;0.000916801;0.000915944;0.000914;0.000916201;0.000914326;0.000915515;0.000913843;0.000913576;0.000914125;0.00760044;0.00772804;0.00760156;0.000914272;0.000916801;0.000915944;0.000914;0.000916201;0.000914326;0.000915515;0.000913843;0.000913576;0.000914125;0.00760044;0.00772804;0.00760156;0.00769751;0.000914272;0.000916801;0.000915944;0.000914;0.000916201;0.000914326;0.000915515;0.000913843;0.000913576;0.000914125;0.00760044;0.00772804;0.00760156;0.00769751;0.00759882;0.000914272;0.000916801;0.000915944;0.000914;0.000916201;0.000914326;0.000915515;0.000913843;0.000913576;0.000914125;0.00760044;0.00772804;0.00760156;0.00769751;0.00759882;0.00758284;0.000914272;0.000916801;0.000915944;0.000914;0.000916201;0.000914326;0.000915515;0.000913843;0.000913576;0.000914125;0.00760044;0.00772804;0.00760156;0.00769751;0.00759882;0.00758284;0.00762385;0.000914272;0.000916801;0.000915944;0.000914;0.000916201;0.000914326;0.000915515;0.000913843;0.000913576;0.000914125;0.00760044;0.00772804;0.00760156;0.00769751;0.00759882;0.00758284;0.00762385;0.00761118;0.000914272;0.000916801;0.000915944;0.000914;0.000916201;0.000914326;0.000915515;0.000913843;0.000913576;0.000914125;0.00760044;0.00772804;0.00760156;0.00769751;0.00759882;0.00758284;0.00762385;0.00761118;0.00763057;0.000914272;0.000916801;0.000915944;0.000914;0.000916201;0.000914326;0.000915515;0.000913843;0.000913576;0.000914125;0.00760044;0.00772804;0.00760156;0.00769751;0.00759882;0.00758284;0.00762385;0.00761118;0.00763057;0.00763778
StarRandomAccess_LCG_GUPs;0.00434007;0.00436418;0.00434775;0.00434859;0.00433838;0.00433478;0.00413354;0.00435569;0.00435414;0.00434952;0.0308491;0.00434007;0.00436418;0.00434775;0.00434859;0.00433838;0.00433478;0.00413354;0.00435569;0.00435414;0.00434952;0.0308491;0.0308006;0.00434007;0.00436418;0.00434775;0.00434859;0.00433838;0.00433478;0.00413354;0.00435569;0.00435414;0.00434952;0.0308491;0.0308006;0.0308604;0.00434007;0.00436418;0.00434775;0.00434859;0.00433838;0.00433478;0.00413354;0.00435569;0.00435414;0.00434952;0.0308491;0.0308006;0.0308604;0.0307941;0.00434007;0.00436418;0.00434775;0.00434859;0.00433838;0.00433478;0.00413354;0.00435569;0.00435414;0.00434952;0.0308491;0.0308006;0.0308604;0.0307941;0.0306729;0.00434007;0.00436418;0.00434775;0.00434859;0.00433838;0.00433478;0.00413354;0.00435569;0.00435414;0.00434952;0.0308491;0.0308006;0.0308604;0.0307941;0.0306729;0.0308173;0.00434007;0.00436418;0.00434775;0.00434859;0.00433838;0.00433478;0.00413354;0.00435569;0.00435414;0.00434952;0.0308491;0.0308006;0.0308604;0.0307941;0.0306729;0.0308173;0.030693;0.00434007;0.00436418;0.00434775;0.00434859;0.00433838;0.00433478;0.00413354;0.00435569;0.00435414;0.00434952;0.0308491;0.0308006;0.0308604;0.0307941;0.0306729;0.0308173;0.030693;0.0307154;0.00434007;0.00436418;0.00434775;0.00434859;0.00433838;0.00433478;0.00413354;0.00435569;0.00435414;0.00434952;0.0308491;0.0308006;0.0308604;0.0307941;0.0306729;0.0308173;0.030693;0.0307154;0.0305773;0.00434007;0.00436418;0.00434775;0.00434859;0.00433838;0.00433478;0.00413354;0.00435569;0.00435414;0.00434952;0.0308491;0.0308006;0.0308604;0.0307941;0.0306729;0.0308173;0.030693;0.0307154;0.0305773;0.0306368
SingleRandomAccess_LCG_GUPs;0.0298027;0.0294013;0.0294035;0.0294966;0.0295514;0.0293935;0.0292932;0.0294265;0.0293511;0.0297736;0.0312346;0.0298027;0.0294013;0.0294035;0.0294966;0.0295514;0.0293935;0.0292932;0.0294265;0.0293511;0.0297736;0.0312346;0.0309396;0.0298027;0.0294013;0.0294035;0.0294966;0.0295514;0.0293935;0.0292932;0.0294265;0.0293511;0.0297736;0.0312346;0.0309396;0.0311999;0.0298027;0.0294013;0.0294035;0.0294966;0.0295514;0.0293935;0.0292932;0.0294265;0.0293511;0.0297736;0.0312346;0.0309396;0.0311999;0.0312307;0.0298027;0.0294013;0.0294035;0.0294966;0.0295514;0.0293935;0.0292932;0.0294265;0.0293511;0.0297736;0.0312346;0.0309396;0.0311999;0.0312307;0.0311962;0.0298027;0.0294013;0.0294035;0.0294966;0.0295514;0.0293935;0.0292932;0.0294265;0.0293511;0.0297736;0.0312346;0.0309396;0.0311999;0.0312307;0.0311962;0.0312218;0.0298027;0.0294013;0.0294035;0.0294966;0.0295514;0.0293935;0.0292932;0.0294265;0.0293511;0.0297736;0.0312346;0.0309396;0.0311999;0.0312307;0.0311962;0.0312218;0.0312321;0.0298027;0.0294013;0.0294035;0.0294966;0.0295514;0.0293935;0.0292932;0.0294265;0.0293511;0.0297736;0.0312346;0.0309396;0.0311999;0.0312307;0.0311962;0.0312218;0.0312321;0.03122;0.0298027;0.0294013;0.0294035;0.0294966;0.0295514;0.0293935;0.0292932;0.0294265;0.0293511;0.0297736;0.0312346;0.0309396;0.0311999;0.0312307;0.0311962;0.0312218;0.0312321;0.03122;0.0312436;0.0298027;0.0294013;0.0294035;0.0294966;0.0295514;0.0293935;0.0292932;0.0294265;0.0293511;0.0297736;0.0312346;0.0309396;0.0311999;0.0312307;0.0311962;0.0312218;0.0312321;0.03122;0.0312436;0.0312413
StarSTREAM_Triad;0.87301;0.852411;0.862971;0.874686;0.863266;0.92954;0.847912;0.874227;0.848268;0.862975;5.44923;0.87301;0.852411;0.862971;0.874686;0.863266;0.92954;0.847912;0.874227;0.848268;0.862975;5.44923;5.35183;0.87301;0.852411;0.862971;0.874686;0.863266;0.92954;0.847912;0.874227;0.848268;0.862975;5.44923;5.35183;5.58776;0.87301;0.852411;0.862971;0.874686;0.863266;0.92954;0.847912;0.874227;0.848268;0.862975;5.44923;5.35183;5.58776;5.471;0.87301;0.852411;0.862971;0.874686;0.863266;0.92954;0.847912;0.874227;0.848268;0.862975;5.44923;5.35183;5.58776;5.471;4.60658;0.87301;0.852411;0.862971;0.874686;0.863266;0.92954;0.847912;0.874227;0.848268;0.862975;5.44923;5.35183;5.58776;5.471;4.60658;4.76131;0.87301;0.852411;0.862971;0.874686;0.863266;0.92954;0.847912;0.874227;0.848268;0.862975;5.44923;5.35183;5.58776;5.471;4.60658;4.76131;4.81378;0.87301;0.852411;0.862971;0.874686;0.863266;0.92954;0.847912;0.874227;0.848268;0.862975;5.44923;5.35183;5.58776;5.471;4.60658;4.76131;4.81378;4.79187;0.87301;0.852411;0.862971;0.874686;0.863266;0.92954;0.847912;0.874227;0.848268;0.862975;5.44923;5.35183;5.58776;5.471;4.60658;4.76131;4.81378;4.79187;4.88191;0.87301;0.852411;0.862971;0.874686;0.863266;0.92954;0.847912;0.874227;0.848268;0.862975;5.44923;5.35183;5.58776;5.471;4.60658;4.76131;4.81378;4.79187;4.88191;4.73908
StarFFT_Gflops;0.422645;0.412522;0.417352;0.424127;0.424403;0.418875;0.409096;0.412259;0.409185;0.417919;0.595265;0.422645;0.412522;0.417352;0.424127;0.424403;0.418875;0.409096;0.412259;0.409185;0.417919;0.595265;0.594912;0.422645;0.412522;0.417352;0.424127;0.424403;0.418875;0.409096;0.412259;0.409185;0.417919;0.595265;0.594912;0.595964;0.422645;0.412522;0.417352;0.424127;0.424403;0.418875;0.409096;0.412259;0.409185;0.417919;0.595265;0.594912;0.595964;0.595271;0.422645;0.412522;0.417352;0.424127;0.424403;0.418875;0.409096;0.412259;0.409185;0.417919;0.595265;0.594912;0.595964;0.595271;0.589181;0.422645;0.412522;0.417352;0.424127;0.424403;0.418875;0.409096;0.412259;0.409185;0.417919;0.595265;0.594912;0.595964;0.595271;0.589181;0.585863;0.422645;0.412522;0.417352;0.424127;0.424403;0.418875;0.409096;0.412259;0.409185;0.417919;0.595265;0.594912;0.595964;0.595271;0.589181;0.585863;0.588425;0.422645;0.412522;0.417352;0.424127;0.424403;0.418875;0.409096;0.412259;0.409185;0.417919;0.595265;0.594912;0.595964;0.595271;0.589181;0.585863;0.588425;0.587364;0.422645;0.412522;0.417352;0.424127;0.424403;0.418875;0.409096;0.412259;0.409185;0.417919;0.595265;0.594912;0.595964;0.595271;0.589181;0.585863;0.588425;0.587364;0.588464;0.422645;0.412522;0.417352;0.424127;0.424403;0.418875;0.409096;0.412259;0.409185;0.417919;0.595265;0.594912;0.595964;0.595271;0.589181;0.585863;0.588425;0.587364;0.588464;0.587117
SingleFFT_Gflops;0.564449;0.56751;0.565193;0.564155;0.567377;0.564898;0.564751;0.565198;0.56498;0.563294;0.595873;0.564449;0.56751;0.565193;0.564155;0.567377;0.564898;0.564751;0.565198;0.56498;0.563294;0.595873;0.596404;0.564449;0.56751;0.565193;0.564155;0.567377;0.564898;0.564751;0.565198;0.56498;0.563294;0.595873;0.596404;0.59821;0.564449;0.56751;0.565193;0.564155;0.567377;0.564898;0.564751;0.565198;0.56498;0.563294;0.595873;0.596404;0.59821;0.595387;0.564449;0.56751;0.565193;0.564155;0.567377;0.564898;0.564751;0.565198;0.56498;0.563294;0.595873;0.596404;0.59821;0.595387;0.563966;0.564449;0.56751;0.565193;0.564155;0.567377;0.564898;0.564751;0.565198;0.56498;0.563294;0.595873;0.596404;0.59821;0.595387;0.563966;0.596093;0.564449;0.56751;0.565193;0.564155;0.567377;0.564898;0.564751;0.565198;0.56498;0.563294;0.595873;0.596404;0.59821;0.595387;0.563966;0.596093;0.595563;0.564449;0.56751;0.565193;0.564155;0.567377;0.564898;0.564751;0.565198;0.56498;0.563294;0.595873;0.596404;0.59821;0.595387;0.563966;0.596093;0.595563;0.595665;0.564449;0.56751;0.565193;0.564155;0.567377;0.564898;0.564751;0.565198;0.56498;0.563294;0.595873;0.596404;0.59821;0.595387;0.563966;0.596093;0.595563;0.595665;0.571049;0.564449;0.56751;0.565193;0.564155;0.567377;0.564898;0.564751;0.565198;0.56498;0.563294;0.595873;0.596404;0.59821;0.595387;0.563966;0.596093;0.595563;0.595665;0.571049;0.596262
