HPL_Tflops;0.00708151;0.00746849;0.00724937;0.00748256;0.00734329;0.00725078;0.00730962;0.0075435;0.00737705;0.00749801;0.00745463;0.00756419;0.00698255;0.00684169;0.00746939;0.007447;0.007655;0.00762225;0.00691885;0.00729837;0.00708151;0.00746849;0.00724937;0.00748256;0.00734329;0.00725078;0.00730962;0.0075435;0.00737705;0.00749801;0.00745463;0.00756419;0.00698255;0.00684169;0.00746939;0.007447;0.007655;0.00762225;0.00691885;0.00729837;0.00708151;0.00746849;0.00724937;0.00748256;0.00734329;0.00725078;0.00730962;0.0075435;0.00737705;0.00749801;0.00745463;0.00756419;0.00698255;0.00684169;0.00746939;0.007447;0.007655;0.00762225;0.00691885;0.00729837;0.00708151;0.00746849;0.00724937;0.00748256;0.00734329;0.00725078;0.00730962;0.0075435;0.00737705;0.00749801;0.00745463;0.00756419;0.00698255;0.00684169;0.00746939;0.007447;0.007655;0.00762225;0.00691885;0.00729837;0.00708151;0.00746849;0.00724937;0.00748256;0.00734329;0.00725078;0.00730962;0.0075435;0.00737705;0.00749801;0.00745463;0.00756419;0.00698255;0.00684169;0.00746939;0.007447;0.007655;0.00762225;0.00691885;0.00729837;0.00708151;0.00746849;0.00724937;0.00748256;0.00734329;0.00725078;0.00730962;0.0075435;0.00737705;0.00749801;0.00745463;0.00756419;0.00698255;0.00684169;0.00746939;0.007447;0.007655;0.00762225;0.00691885;0.00729837;0.00708151;0.00746849;0.00724937;0.00748256;0.00734329;0.00725078;0.00730962;0.0075435;0.00737705;0.00749801;0.00745463;0.00756419;0.00698255;0.00684169;0.00746939;0.007447;0.007655;0.00762225;0.00691885;0.00729837;0.00708151;0.00746849;0.00724937;0.00748256;0.00734329;0.00725078;0.00730962;0.0075435;0.00737705;0.00749801;0.00745463;0.00756419;0.00698255;0.00684169;0.00746939;0.007447;0.007655;0.00762225;0.00691885;0.00729837;0.00708151;0.00746849;0.00724937;0.00748256;0.00734329;0.00725078;0.00730962;0.0075435;0.00737705;0.00749801;0.00745463;0.00756419;0.00698255;0.00684169;0.00746939;0.007447;0.007655;0.00762225;0.00691885;0.00729837;0.00708151;0.00746849;0.00724937;0.00748256;0.00734329;0.00725078;0.00730962;0.0075435;0.00737705;0.00749801;0.00745463;0.00756419;0.00698255;0.00684169;0.00746939;0.007447;0.007655;0.00762225;0.00691885;0.00729837
StarDGEMM_Gflops;2.34902;2.39559;2.44702;2.0541;2.3863;2.24662;2.21114;2.28067;2.42985;2.52156;1.70013;1.59936;1.83285;1.46415;1.85493;1.4919;1.82004;1.73717;1.56773;1.59208;2.34902;2.39559;2.44702;2.0541;2.3863;2.24662;2.21114;2.28067;2.42985;2.52156;1.70013;1.59936;1.83285;1.46415;1.85493;1.4919;1.82004;1.73717;1.56773;1.59208;2.34902;2.39559;2.44702;2.0541;2.3863;2.24662;2.21114;2.28067;2.42985;2.52156;1.70013;1.59936;1.83285;1.46415;1.85493;1.4919;1.82004;1.73717;1.56773;1.59208;2.34902;2.39559;2.44702;2.0541;2.3863;2.24662;2.21114;2.28067;2.42985;2.52156;1.70013;1.59936;1.83285;1.46415;1.85493;1.4919;1.82004;1.73717;1.56773;1.59208;2.34902;2.39559;2.44702;2.0541;2.3863;2.24662;2.21114;2.28067;2.42985;2.52156;1.70013;1.59936;1.83285;1.46415;1.85493;1.4919;1.82004;1.73717;1.56773;1.59208;2.34902;2.39559;2.44702;2.0541;2.3863;2.24662;2.21114;2.28067;2.42985;2.52156;1.70013;1.59936;1.83285;1.46415;1.85493;1.4919;1.82004;1.73717;1.56773;1.59208;2.34902;2.39559;2.44702;2.0541;2.3863;2.24662;2.21114;2.28067;2.42985;2.52156;1.70013;1.59936;1.83285;1.46415;1.85493;1.4919;1.82004;1.73717;1.56773;1.59208;2.34902;2.39559;2.44702;2.0541;2.3863;2.24662;2.21114;2.28067;2.42985;2.52156;1.70013;1.59936;1.83285;1.46415;1.85493;1.4919;1.82004;1.73717;1.56773;1.59208;2.34902;2.39559;2.44702;2.0541;2.3863;2.24662;2.21114;2.28067;2.42985;2.52156;1.70013;1.59936;1.83285;1.46415;1.85493;1.4919;1.82004;1.73717;1.56773;1.59208;2.34902;2.39559;2.44702;2.0541;2.3863;2.24662;2.21114;2.28067;2.42985;2.52156;1.70013;1.59936;1.83285;1.46415;1.85493;1.4919;1.82004;1.73717;1.56773;1.59208
SingleDGEMM_Gflops;2.53036;2.61669;2.67254;1.48949;2.65548;1.4835;2.49501;1.47013;2.54731;2.70526;2.43405;1.39621;1.74109;1.66229;2.4474;1.42994;1.51376;1.42686;1.42249;2.53035;2.53036;2.61669;2.67254;1.48949;2.65548;1.4835;2.49501;1.47013;2.54731;2.70526;2.43405;1.39621;1.74109;1.66229;2.4474;1.42994;1.51376;1.42686;1.42249;2.53035;2.53036;2.61669;2.67254;1.48949;2.65548;1.4835;2.49501;1.47013;2.54731;2.70526;2.43405;1.39621;1.74109;1.66229;2.4474;1.42994;1.51376;1.42686;1.42249;2.53035;2.53036;2.61669;2.67254;1.48949;2.65548;1.4835;2.49501;1.47013;2.54731;2.70526;2.43405;1.39621;1.74109;1.66229;2.4474;1.42994;1.51376;1.42686;1.42249;2.53035;2.53036;2.61669;2.67254;1.48949;2.65548;1.4835;2.49501;1.47013;2.54731;2.70526;2.43405;1.39621;1.74109;1.66229;2.4474;1.42994;1.51376;1.42686;1.42249;2.53035;2.53036;2.61669;2.67254;1.48949;2.65548;1.4835;2.49501;1.47013;2.54731;2.70526;2.43405;1.39621;1.74109;1.66229;2.4474;1.42994;1.51376;1.42686;1.42249;2.53035;2.53036;2.61669;2.67254;1.48949;2.65548;1.4835;2.49501;1.47013;2.54731;2.70526;2.43405;1.39621;1.74109;1.66229;2.4474;1.42994;1.51376;1.42686;1.42249;2.53035;2.53036;2.61669;2.67254;1.48949;2.65548;1.4835;2.49501;1.47013;2.54731;2.70526;2.43405;1.39621;1.74109;1.66229;2.4474;1.42994;1.51376;1.42686;1.42249;2.53035;2.53036;2.61669;2.67254;1.48949;2.65548;1.4835;2.49501;1.47013;2.54731;2.70526;2.43405;1.39621;1.74109;1.66229;2.4474;1.42994;1.51376;1.42686;1.42249;2.53035;2.53036;2.61669;2.67254;1.48949;2.65548;1.4835;2.49501;1.47013;2.54731;2.70526;2.43405;1.39621;1.74109;1.66229;2.4474;1.42994;1.51376;1.42686;1.42249;2.53035
PTRANS_GBs;4.95474;3.28705;4.29416;3.81284;4.91246;3.45515;3.49134;4.77752;4.06791;3.98438;1.38221;1.48026;1.42663;1.43567;1.09412;1.56125;0.980321;1.44606;1.22766;1.31154;4.95474;3.28705;4.29416;3.81284;4.91246;3.45515;3.49134;4.77752;4.06791;3.98438;1.38221;1.48026;1.42663;1.43567;1.09412;1.56125;0.980321;1.44606;1.22766;1.31154;4.95474;3.28705;4.29416;3.81284;4.91246;3.45515;3.49134;4.77752;4.06791;3.98438;1.38221;1.48026;1.42663;1.43567;1.09412;1.56125;0.980321;1.44606;1.22766;1.31154;4.95474;3.28705;4.29416;3.81284;4.91246;3.45515;3.49134;4.77752;4.06791;3.98438;1.38221;1.48026;1.42663;1.43567;1.09412;1.56125;0.980321;1.44606;1.22766;1.31154;4.95474;3.28705;4.29416;3.81284;4.91246;3.45515;3.49134;4.77752;4.06791;3.98438;1.38221;1.48026;1.42663;1.43567;1.09412;1.56125;0.980321;1.44606;1.22766;1.31154;4.95474;3.28705;4.29416;3.81284;4.91246;3.45515;3.49134;4.77752;4.06791;3.98438;1.38221;1.48026;1.42663;1.43567;1.09412;1.56125;0.980321;1.44606;1.22766;1.31154;4.95474;3.28705;4.29416;3.81284;4.91246;3.45515;3.49134;4.77752;4.06791;3.98438;1.38221;1.48026;1.42663;1.43567;1.09412;1.56125;0.980321;1.44606;1.22766;1.31154;4.95474;3.28705;4.29416;3.81284;4.91246;3.45515;3.49134;4.77752;4.06791;3.98438;1.38221;1.48026;1.42663;1.43567;1.09412;1.56125;0.980321;1.44606;1.22766;1.31154;4.95474;3.28705;4.29416;3.81284;4.91246;3.45515;3.49134;4.77752;4.06791;3.98438;1.38221;1.48026;1.42663;1.43567;1.09412;1.56125;0.980321;1.44606;1.22766;1.31154;4.95474;3.28705;4.29416;3.81284;4.91246;3.45515;3.49134;4.77752;4.06791;3.98438;1.38221;1.48026;1.42663;1.43567;1.09412;1.56125;0.980321;1.44606;1.22766;1.31154
MPIRandomAccess_GUPs;0.0397567;0.0426952;0.0416048;0.0425161;0.0418393;0.0428586;0.0415665;0.0408918;0.0442827;0.0472895;0.0742118;0.0717481;0.0686921;0.0716073;0.0712411;0.0738752;0.0716611;0.0750065;0.072328;0.0748311;0.0397567;0.0426952;0.0416048;0.0425161;0.0418393;0.0428586;0.0415665;0.0408918;0.0442827;0.0472895;0.0742118;0.0717481;0.0686921;0.0716073;0.0712411;0.0738752;0.0716611;0.0750065;0.072328;0.0748311;0.0397567;0.0426952;0.0416048;0.0425161;0.0418393;0.0428586;0.0415665;0.0408918;0.0442827;0.0472895;0.0742118;0.0717481;0.0686921;0.0716073;0.0712411;0.0738752;0.0716611;0.0750065;0.072328;0.0748311;0.0397567;0.0426952;0.0416048;0.0425161;0.0418393;0.0428586;0.0415665;0.0408918;0.0442827;0.0472895;0.0742118;0.0717481;0.0686921;0.0716073;0.0712411;0.0738752;0.0716611;0.0750065;0.072328;0.0748311;0.0397567;0.0426952;0.0416048;0.0425161;0.0418393;0.0428586;0.0415665;0.0408918;0.0442827;0.0472895;0.0742118;0.0717481;0.0686921;0.0716073;0.0712411;0.0738752;0.0716611;0.0750065;0.072328;0.0748311;0.0397567;0.0426952;0.0416048;0.0425161;0.0418393;0.0428586;0.0415665;0.0408918;0.0442827;0.0472895;0.0742118;0.0717481;0.0686921;0.0716073;0.0712411;0.0738752;0.0716611;0.0750065;0.072328;0.0748311;0.0397567;0.0426952;0.0416048;0.0425161;0.0418393;0.0428586;0.0415665;0.0408918;0.0442827;0.0472895;0.0742118;0.0717481;0.0686921;0.0716073;0.0712411;0.0738752;0.0716611;0.0750065;0.072328;0.0748311;0.0397567;0.0426952;0.0416048;0.0425161;0.0418393;0.0428586;0.0415665;0.0408918;0.0442827;0.0472895;0.0742118;0.0717481;0.0686921;0.0716073;0.0712411;0.0738752;0.0716611;0.0750065;0.072328;0.0748311;0.0397567;0.0426952;0.0416048;0.0425161;0.0418393;0.0428586;0.0415665;0.0408918;0.0442827;0.0472895;0.0742118;0.0717481;0.0686921;0.0716073;0.0712411;0.0738752;0.0716611;0.0750065;0.072328;0.0748311;0.0397567;0.0426952;0.0416048;0.0425161;0.0418393;0.0428586;0.0415665;0.0408918;0.0442827;0.0472895;0.0742118;0.0717481;0.0686921;0.0716073;0.0712411;0.0738752;0.0716611;0.0750065;0.072328;0.0748311
StarRandomAccess_LCG_GUPs;0.30141;0.320033;0.335941;0.276671;0.319128;0.313181;0.295953;0.3045;0.314715;0.322227;0.068719;0.0614255;0.0822093;0.0585274;0.073846;0.0623978;0.0774864;0.0659665;0.0663026;0.0687952;0.30141;0.320033;0.335941;0.276671;0.319128;0.313181;0.295953;0.3045;0.314715;0.322227;0.068719;0.0614255;0.0822093;0.0585274;0.073846;0.0623978;0.0774864;0.0659665;0.0663026;0.0687952;0.30141;0.320033;0.335941;0.276671;0.319128;0.313181;0.295953;0.3045;0.314715;0.322227;0.068719;0.0614255;0.0822093;0.0585274;0.073846;0.0623978;0.0774864;0.0659665;0.0663026;0.0687952;0.30141;0.320033;0.335941;0.276671;0.319128;0.313181;0.295953;0.3045;0.314715;0.322227;0.068719;0.0614255;0.0822093;0.0585274;0.073846;0.0623978;0.0774864;0.0659665;0.0663026;0.0687952;0.30141;0.320033;0.335941;0.276671;0.319128;0.313181;0.295953;0.3045;0.314715;0.322227;0.068719;0.0614255;0.0822093;0.0585274;0.073846;0.0623978;0.0774864;0.0659665;0.0663026;0.0687952;0.30141;0.320033;0.335941;0.276671;0.319128;0.313181;0.295953;0.3045;0.314715;0.322227;0.068719;0.0614255;0.0822093;0.0585274;0.073846;0.0623978;0.0774864;0.0659665;0.0663026;0.0687952;0.30141;0.320033;0.335941;0.276671;0.319128;0.313181;0.295953;0.3045;0.314715;0.322227;0.068719;0.0614255;0.0822093;0.0585274;0.073846;0.0623978;0.0774864;0.0659665;0.0663026;0.0687952;0.30141;0.320033;0.335941;0.276671;0.319128;0.313181;0.295953;0.3045;0.314715;0.322227;0.068719;0.0614255;0.0822093;0.0585274;0.073846;0.0623978;0.0774864;0.0659665;0.0663026;0.0687952;0.30141;0.320033;0.335941;0.276671;0.319128;0.313181;0.295953;0.3045;0.314715;0.322227;0.068719;0.0614255;0.0822093;0.0585274;0.073846;0.0623978;0.0774864;0.0659665;0.0663026;0.0687952;0.30141;0.320033;0.335941;0.276671;0.319128;0.313181;0.295953;0.3045;0.314715;0.322227;0.068719;0.0614255;0.0822093;0.0585274;0.073846;0.0623978;0.0774864;0.0659665;0.0663026;0.0687952
SingleRandomAccess_LCG_GUPs;0.372759;0.371846;0.318695;0.357671;0.326785;0.243096;0.371011;0.177485;0.231892;0.371999;0.10948;0.068713;0.0652258;0.0684542;0.0614424;0.0650079;0.0639065;0.0666532;0.066925;0.062595;0.372759;0.371846;0.318695;0.357671;0.326785;0.243096;0.371011;0.177485;0.231892;0.371999;0.10948;0.068713;0.0652258;0.0684542;0.0614424;0.0650079;0.0639065;0.0666532;0.066925;0.062595;0.372759;0.371846;0.318695;0.357671;0.326785;0.243096;0.371011;0.177485;0.231892;0.371999;0.10948;0.068713;0.0652258;0.0684542;0.0614424;0.0650079;0.0639065;0.0666532;0.066925;0.062595;0.372759;0.371846;0.318695;0.357671;0.326785;0.243096;0.371011;0.177485;0.231892;0.371999;0.10948;0.068713;0.0652258;0.0684542;0.0614424;0.0650079;0.0639065;0.0666532;0.066925;0.062595;0.372759;0.371846;0.318695;0.357671;0.326785;0.243096;0.371011;0.177485;0.231892;0.371999;0.10948;0.068713;0.0652258;0.0684542;0.0614424;0.0650079;0.0639065;0.0666532;0.066925;0.062595;0.372759;0.371846;0.318695;0.357671;0.326785;0.243096;0.371011;0.177485;0.231892;0.371999;0.10948;0.068713;0.0652258;0.0684542;0.0614424;0.0650079;0.0639065;0.0666532;0.066925;0.062595;0.372759;0.371846;0.318695;0.357671;0.326785;0.243096;0.371011;0.177485;0.231892;0.371999;0.10948;0.068713;0.0652258;0.0684542;0.0614424;0.0650079;0.0639065;0.0666532;0.066925;0.062595;0.372759;0.371846;0.318695;0.357671;0.326785;0.243096;0.371011;0.177485;0.231892;0.371999;0.10948;0.068713;0.0652258;0.0684542;0.0614424;0.0650079;0.0639065;0.0666532;0.066925;0.062595;0.372759;0.371846;0.318695;0.357671;0.326785;0.243096;0.371011;0.177485;0.231892;0.371999;0.10948;0.068713;0.0652258;0.0684542;0.0614424;0.0650079;0.0639065;0.0666532;0.066925;0.062595;0.372759;0.371846;0.318695;0.357671;0.326785;0.243096;0.371011;0.177485;0.231892;0.371999;0.10948;0.068713;0.0652258;0.0684542;0.0614424;0.0650079;0.0639065;0.0666532;0.066925;0.062595
StarSTREAM_Triad;9.98166;17.332;8.53548;10.5562;10.8095;10.6749;10.8653;10.6673;10.5049;10.4565;3.36081;3.29481;3.54697;2.70686;3.43653;2.84938;3.46063;3.26785;3.21525;3.12075;9.98166;17.332;8.53548;10.5562;10.8095;10.6749;10.8653;10.6673;10.5049;10.4565;3.36081;3.29481;3.54697;2.70686;3.43653;2.84938;3.46063;3.26785;3.21525;3.12075;9.98166;17.332;8.53548;10.5562;10.8095;10.6749;10.8653;10.6673;10.5049;10.4565;3.36081;3.29481;3.54697;2.70686;3.43653;2.84938;3.46063;3.26785;3.21525;3.12075;9.98166;17.332;8.53548;10.5562;10.8095;10.6749;10.8653;10.6673;10.5049;10.4565;3.36081;3.29481;3.54697;2.70686;3.43653;2.84938;3.46063;3.26785;3.21525;3.12075;9.98166;17.332;8.53548;10.5562;10.8095;10.6749;10.8653;10.6673;10.5049;10.4565;3.36081;3.29481;3.54697;2.70686;3.43653;2.84938;3.46063;3.26785;3.21525;3.12075;9.98166;17.332;8.53548;10.5562;10.8095;10.6749;10.8653;10.6673;10.5049;10.4565;3.36081;3.29481;3.54697;2.70686;3.43653;2.84938;3.46063;3.26785;3.21525;3.12075;9.98166;17.332;8.53548;10.5562;10.8095;10.6749;10.8653;10.6673;10.5049;10.4565;3.36081;3.29481;3.54697;2.70686;3.43653;2.84938;3.46063;3.26785;3.21525;3.12075;9.98166;17.332;8.53548;10.5562;10.8095;10.6749;10.8653;10.6673;10.5049;10.4565;3.36081;3.29481;3.54697;2.70686;3.43653;2.84938;3.46063;3.26785;3.21525;3.12075;9.98166;17.332;8.53548;10.5562;10.8095;10.6749;10.8653;10.6673;10.5049;10.4565;3.36081;3.29481;3.54697;2.70686;3.43653;2.84938;3.46063;3.26785;3.21525;3.12075;9.98166;17.332;8.53548;10.5562;10.8095;10.6749;10.8653;10.6673;10.5049;10.4565;3.36081;3.29481;3.54697;2.70686;3.43653;2.84938;3.46063;3.26785;3.21525;3.12075
StarFFT_Gflops;1.80584;2.30498;1.976;2.009;2.11524;2.17675;2.21511;2.23001;2.30303;2.3938;0.443765;0.389179;0.490096;0.394222;0.496321;0.392595;0.467306;0.428732;0.355073;0.430573;1.80584;2.30498;1.976;2.009;2.11524;2.17675;2.21511;2.23001;2.30303;2.3938;0.443765;0.389179;0.490096;0.394222;0.496321;0.392595;0.467306;0.428732;0.355073;0.430573;1.80584;2.30498;1.976;2.009;2.11524;2.17675;2.21511;2.23001;2.30303;2.3938;0.443765;0.389179;0.490096;0.394222;0.496321;0.392595;0.467306;0.428732;0.355073;0.430573;1.80584;2.30498;1.976;2.009;2.11524;2.17675;2.21511;2.23001;2.30303;2.3938;0.443765;0.389179;0.490096;0.394222;0.496321;0.392595;0.467306;0.428732;0.355073;0.430573;1.80584;2.30498;1.976;2.009;2.11524;2.17675;2.21511;2.23001;2.30303;2.3938;0.443765;0.389179;0.490096;0.394222;0.496321;0.392595;0.467306;0.428732;0.355073;0.430573;1.80584;2.30498;1.976;2.009;2.11524;2.17675;2.21511;2.23001;2.30303;2.3938;0.443765;0.389179;0.490096;0.394222;0.496321;0.392595;0.467306;0.428732;0.355073;0.430573;1.80584;2.30498;1.976;2.009;2.11524;2.17675;2.21511;2.23001;2.30303;2.3938;0.443765;0.389179;0.490096;0.394222;0.496321;0.392595;0.467306;0.428732;0.355073;0.430573;1.80584;2.30498;1.976;2.009;2.11524;2.17675;2.21511;2.23001;2.30303;2.3938;0.443765;0.389179;0.490096;0.394222;0.496321;0.392595;0.467306;0.428732;0.355073;0.430573;1.80584;2.30498;1.976;2.009;2.11524;2.17675;2.21511;2.23001;2.30303;2.3938;0.443765;0.389179;0.490096;0.394222;0.496321;0.392595;0.467306;0.428732;0.355073;0.430573;1.80584;2.30498;1.976;2.009;2.11524;2.17675;2.21511;2.23001;2.30303;2.3938;0.443765;0.389179;0.490096;0.394222;0.496321;0.392595;0.467306;0.428732;0.355073;0.430573
SingleFFT_Gflops;2.58254;2.5777;1.61462;1.79595;2.58485;1.80952;2.62201;1.80051;2.56165;2.6013;0.594493;0.389037;0.366921;0.364792;0.653973;0.39097;0.362419;0.597977;0.387691;0.615031;2.58254;2.5777;1.61462;1.79595;2.58485;1.80952;2.62201;1.80051;2.56165;2.6013;0.594493;0.389037;0.366921;0.364792;0.653973;0.39097;0.362419;0.597977;0.387691;0.615031;2.58254;2.5777;1.61462;1.79595;2.58485;1.80952;2.62201;1.80051;2.56165;2.6013;0.594493;0.389037;0.366921;0.364792;0.653973;0.39097;0.362419;0.597977;0.387691;0.615031;2.58254;2.5777;1.61462;1.79595;2.58485;1.80952;2.62201;1.80051;2.56165;2.6013;0.594493;0.389037;0.366921;0.364792;0.653973;0.39097;0.362419;0.597977;0.387691;0.615031;2.58254;2.5777;1.61462;1.79595;2.58485;1.80952;2.62201;1.80051;2.56165;2.6013;0.594493;0.389037;0.366921;0.364792;0.653973;0.39097;0.362419;0.597977;0.387691;0.615031;2.58254;2.5777;1.61462;1.79595;2.58485;1.80952;2.62201;1.80051;2.56165;2.6013;0.594493;0.389037;0.366921;0.364792;0.653973;0.39097;0.362419;0.597977;0.387691;0.615031;2.58254;2.5777;1.61462;1.79595;2.58485;1.80952;2.62201;1.80051;2.56165;2.6013;0.594493;0.389037;0.366921;0.364792;0.653973;0.39097;0.362419;0.597977;0.387691;0.615031;2.58254;2.5777;1.61462;1.79595;2.58485;1.80952;2.62201;1.80051;2.56165;2.6013;0.594493;0.389037;0.366921;0.364792;0.653973;0.39097;0.362419;0.597977;0.387691;0.615031;2.58254;2.5777;1.61462;1.79595;2.58485;1.80952;2.62201;1.80051;2.56165;2.6013;0.594493;0.389037;0.366921;0.364792;0.653973;0.39097;0.362419;0.597977;0.387691;0.615031;2.58254;2.5777;1.61462;1.79595;2.58485;1.80952;2.62201;1.80051;2.56165;2.6013;0.594493;0.389037;0.366921;0.364792;0.653973;0.39097;0.362419;0.597977;0.387691;0.615031
